Descriptor Name,Root Category,Descriptor Name Lower
(4-(m-Chlorophenylcarbamoyloxy)-2-butynyl)trimethylammonium Chloride,['D'],(4-(m-chlorophenylcarbamoyloxy)-2-butynyl)trimethylammonium chloride
"1,2-Dihydroxybenzene-3,5-Disulfonic Acid Disodium Salt",['D'],"1,2-dihydroxybenzene-3,5-disulfonic acid disodium salt"
"1,2-Dimethylhydrazine",['D'],"1,2-dimethylhydrazine"
"1,2-Dipalmitoylphosphatidylcholine",['D'],"1,2-dipalmitoylphosphatidylcholine"
"1,4-alpha-Glucan Branching Enzyme",['D'],"1,4-alpha-glucan branching enzyme"
1-(5-Isoquinolinesulfonyl)-2-Methylpiperazine,['D'],1-(5-isoquinolinesulfonyl)-2-methylpiperazine
1-Acylglycerol-3-Phosphate O-Acyltransferase,['D'],1-acylglycerol-3-phosphate o-acyltransferase
1-Acylglycerophosphocholine O-Acyltransferase,['D'],1-acylglycerophosphocholine o-acyltransferase
1-Alkyl-2-acetylglycerophosphocholine Esterase,['D'],1-alkyl-2-acetylglycerophosphocholine esterase
1-Butanol,['D'],1-butanol
1-Carboxyglutamic Acid,['D'],1-carboxyglutamic acid
1-Deoxynojirimycin,['D'],1-deoxynojirimycin
1-Methyl-3-isobutylxanthine,['D'],1-methyl-3-isobutylxanthine
"1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine",['D'],"1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine"
1-Methyl-4-phenylpyridinium,['D'],1-methyl-4-phenylpyridinium
1-Naphthylamine,['D'],1-naphthylamine
1-Naphthylisothiocyanate,['D'],1-naphthylisothiocyanate
1-Octanol,['D'],1-octanol
1-Phosphatidylinositol 4-Kinase,['D'],1-phosphatidylinositol 4-kinase
1-Propanol,['D'],1-propanol
1-Pyrroline-5-Carboxylate Dehydrogenase,['D'],1-pyrroline-5-carboxylate dehydrogenase
1-Sarcosine-8-Isoleucine Angiotensin II,['D'],1-sarcosine-8-isoleucine angiotensin ii
11-Hydroxycorticosteroids,['D'],11-hydroxycorticosteroids
11-beta-Hydroxysteroid Dehydrogenase Type 1,['D'],11-beta-hydroxysteroid dehydrogenase type 1
11-beta-Hydroxysteroid Dehydrogenase Type 2,['D'],11-beta-hydroxysteroid dehydrogenase type 2
11-beta-Hydroxysteroid Dehydrogenases,['D'],11-beta-hydroxysteroid dehydrogenases
"12-Hydroxy-5,8,10,14-eicosatetraenoic Acid",['D'],"12-hydroxy-5,8,10,14-eicosatetraenoic acid"
12E7 Antigen,['D'],12e7 antigen
14-3-3 Proteins,['D'],14-3-3 proteins
14-alpha Demethylase Inhibitors,['D'],14-alpha demethylase inhibitors
"15-Hydroxy-11 alpha,9 alpha-(epoxymethano)prosta-5,13-dienoic Acid",['D'],"15-hydroxy-11 alpha,9 alpha-(epoxymethano)prosta-5,13-dienoic acid"
15-Oxoprostaglandin 13-Reductase,['D'],15-oxoprostaglandin 13-reductase
"16,16-Dimethylprostaglandin E2",['D'],"16,16-dimethylprostaglandin e2"
17 alpha-Hydroxyprogesterone Caproate,['D'],17 alpha-hydroxyprogesterone caproate
17-Hydroxycorticosteroids,['D'],17-hydroxycorticosteroids
17-Hydroxysteroid Dehydrogenases,['D'],17-hydroxysteroid dehydrogenases
17-Ketosteroids,['D'],17-ketosteroids
17-alpha-Hydroxypregnenolone,['D'],17-alpha-hydroxypregnenolone
17-alpha-Hydroxyprogesterone,['D'],17-alpha-hydroxyprogesterone
18-Hydroxycorticosterone,['D'],18-hydroxycorticosterone
18-Hydroxydesoxycorticosterone,['D'],18-hydroxydesoxycorticosterone
19-Iodocholesterol,['D'],19-iodocholesterol
"2',3'-Cyclic Nucleotide 3'-Phosphodiesterase",['D'],"2',3'-cyclic nucleotide 3'-phosphodiesterase"
"2',3'-Cyclic-Nucleotide Phosphodiesterases",['D'],"2',3'-cyclic-nucleotide phosphodiesterases"
"2',5'-Oligoadenylate Synthetase",['D'],"2',5'-oligoadenylate synthetase"
"2,2'-Dipyridyl",['D'],"2,2'-dipyridyl"
"2,3,4,5-Tetrahydro-7,8-dihydroxy-1-phenyl-1H-3-benzazepine",['D'],"2,3,4,5-tetrahydro-7,8-dihydroxy-1-phenyl-1h-3-benzazepine"
"2,3-Diketogulonic Acid",['D'],"2,3-diketogulonic acid"
"2,3-Diphosphoglycerate",['D'],"2,3-diphosphoglycerate"
"2,4,5-Trichlorophenoxyacetic Acid",['D'],"2,4,5-trichlorophenoxyacetic acid"
"2,4-Dichlorophenoxyacetic Acid",['D'],"2,4-dichlorophenoxyacetic acid"
"2,4-Dinitrophenol",['D'],"2,4-dinitrophenol"
"2,5-Dimethoxy-4-Methylamphetamine",['D'],"2,5-dimethoxy-4-methylamphetamine"
"2,6-Dichloroindophenol",['D'],"2,6-dichloroindophenol"
2-Acetolactate Mutase,['D'],2-acetolactate mutase
2-Acetylaminofluorene,['D'],2-acetylaminofluorene
2-Amino-5-phosphonovalerate,['D'],2-amino-5-phosphonovalerate
2-Aminoadipate Transaminase,['D'],2-aminoadipate transaminase
2-Aminoadipic Acid,['D'],2-aminoadipic acid
2-Aminopurine,['D'],2-aminopurine
2-Chloroadenosine,['D'],2-chloroadenosine
2-Hydroxy-5-nitrobenzyl Bromide,['D'],2-hydroxy-5-nitrobenzyl bromide
2-Hydroxyphenethylamine,['D'],2-hydroxyphenethylamine
2-Hydroxypropyl-beta-cyclodextrin,['D'],2-hydroxypropyl-beta-cyclodextrin
2-Isopropylmalate Synthase,['D'],2-isopropylmalate synthase
2-Methoxyestradiol,['D'],2-methoxyestradiol
2-Methyl-4-chlorophenoxyacetic Acid,['D'],2-methyl-4-chlorophenoxyacetic acid
2-Naphthylamine,['D'],2-naphthylamine
2-Oxoisovalerate Dehydrogenase (Acylating),['D'],2-oxoisovalerate dehydrogenase (acylating)
2-Propanol,['D'],2-propanol
2-Pyridinylmethylsulfinylbenzimidazoles,['D'],2-pyridinylmethylsulfinylbenzimidazoles
20-Hydroxysteroid Dehydrogenases,['D'],20-hydroxysteroid dehydrogenases
20-alpha-Dihydroprogesterone,['D'],20-alpha-dihydroprogesterone
20-alpha-Hydroxysteroid Dehydrogenase,['D'],20-alpha-hydroxysteroid dehydrogenase
2019-nCoV Vaccine mRNA-1273,['D'],2019-ncov vaccine mrna-1273
22q11 Deletion Syndrome,['C'],22q11 deletion syndrome
"24,25-Dihydroxyvitamin D 3",['D'],"24,25-dihydroxyvitamin d 3"
25-Hydroxyvitamin D 2,['D'],25-hydroxyvitamin d 2
25-Hydroxyvitamin D3 1-alpha-Hydroxylase,['D'],25-hydroxyvitamin d3 1-alpha-hydroxylase
"2H-Benzo(a)quinolizin-2-ol, 2-Ethyl-1,3,4,6,7,11b-hexahydro-3-isobutyl-9,10-dimethoxy-",['D'],"2h-benzo(a)quinolizin-2-ol, 2-ethyl-1,3,4,6,7,11b-hexahydro-3-isobutyl-9,10-dimethoxy-"
"2S Albumins, Plant",['D'],"2s albumins, plant"
3' Flanking Region,['G'],3' flanking region
3' Untranslated Regions,['D' 'G'],3' untranslated regions
"3',5'-Cyclic-AMP Phosphodiesterases",['D'],"3',5'-cyclic-amp phosphodiesterases"
"3',5'-Cyclic-GMP Phosphodiesterases",['D'],"3',5'-cyclic-gmp phosphodiesterases"
"3,3'-Diaminobenzidine",['D'],"3,3'-diaminobenzidine"
"3,3'-Dichlorobenzidine",['D'],"3,3'-dichlorobenzidine"
"3,4-Dichloro-N-methyl-N-(2-(1-pyrrolidinyl)-cyclohexyl)-benzeneacetamide, (trans)-Isomer",['D'],"3,4-dichloro-n-methyl-n-(2-(1-pyrrolidinyl)-cyclohexyl)-benzeneacetamide, (trans)-isomer"
"3,4-Dihydroxyphenylacetic Acid",['D'],"3,4-dihydroxyphenylacetic acid"
"3,4-Methylenedioxyamphetamine",['D'],"3,4-methylenedioxyamphetamine"
3-Deazauridine,['D'],3-deazauridine
3-Deoxy-7-Phosphoheptulonate Synthase,['D'],3-deoxy-7-phosphoheptulonate synthase
3-Hydroxyacyl CoA Dehydrogenases,['D'],3-hydroxyacyl coa dehydrogenases
3-Hydroxyacyl-CoA Dehydrogenase,['D'],3-hydroxyacyl-coa dehydrogenase
"3-Hydroxyanthranilate 3,4-Dioxygenase",['D'],"3-hydroxyanthranilate 3,4-dioxygenase"
3-Hydroxyanthranilic Acid,['D'],3-hydroxyanthranilic acid
3-Hydroxybutyric Acid,['D'],3-hydroxybutyric acid
3-Hydroxysteroid Dehydrogenases,['D'],3-hydroxysteroid dehydrogenases
3-Iodobenzylguanidine,['D'],3-iodobenzylguanidine
3-Isopropylmalate Dehydrogenase,['D'],3-isopropylmalate dehydrogenase
3-Mercaptopropionic Acid,['D'],3-mercaptopropionic acid
3-Methoxy-4-hydroxyphenylethanol,['D'],3-methoxy-4-hydroxyphenylethanol
3-Methyl-2-Oxobutanoate Dehydrogenase (Lipoamide),['D'],3-methyl-2-oxobutanoate dehydrogenase (lipoamide)
3-O-Methylglucose,['D'],3-o-methylglucose
3-Oxo-5-alpha-Steroid 4-Dehydrogenase,['D'],3-oxo-5-alpha-steroid 4-dehydrogenase
3-Oxoacyl-(Acyl-Carrier-Protein) Reductase,['D'],3-oxoacyl-(acyl-carrier-protein) reductase
3-Oxoacyl-(Acyl-Carrier-Protein) Synthase,['D'],3-oxoacyl-(acyl-carrier-protein) synthase
3-Phosphoinositide-Dependent Protein Kinases,['D'],3-phosphoinositide-dependent protein kinases
3-Phosphoshikimate 1-Carboxyvinyltransferase,['D'],3-phosphoshikimate 1-carboxyvinyltransferase
"3-Pyridinecarboxylic acid, 1,4-dihydro-2,6-dimethyl-5-nitro-4-(2-(trifluoromethyl)phenyl)-, Methyl ester",['D'],"3-pyridinecarboxylic acid, 1,4-dihydro-2,6-dimethyl-5-nitro-4-(2-(trifluoromethyl)phenyl)-, methyl ester"
3-alpha-Hydroxysteroid Dehydrogenase (B-Specific),['D'],3-alpha-hydroxysteroid dehydrogenase (b-specific)
3C Viral Proteases,['D'],3c viral proteases
3T3 Cells,['A'],3t3 cells
3T3-L1 Cells,['A'],3t3-l1 cells
"4,4'-Diisothiocyanostilbene-2,2'-Disulfonic Acid",['D'],"4,4'-diisothiocyanostilbene-2,2'-disulfonic acid"
"4,5-Dihydro-1-(3-(trifluoromethyl)phenyl)-1H-pyrazol-3-amine",['D'],"4,5-dihydro-1-(3-(trifluoromethyl)phenyl)-1h-pyrazol-3-amine"
4-(3-Butoxy-4-methoxybenzyl)-2-imidazolidinone,['D'],4-(3-butoxy-4-methoxybenzyl)-2-imidazolidinone
4-1BB Ligand,['D'],4-1bb ligand
"4-Acetamido-4'-isothiocyanatostilbene-2,2'-disulfonic Acid",['D'],"4-acetamido-4'-isothiocyanatostilbene-2,2'-disulfonic acid"
4-Aminobenzoic Acid,['D'],4-aminobenzoic acid
4-Aminobutyrate Transaminase,['D'],4-aminobutyrate transaminase
4-Aminopyridine,['D'],4-aminopyridine
4-Butyrolactone,['D'],4-butyrolactone
4-Chloro-7-nitrobenzofurazan,['D'],4-chloro-7-nitrobenzofurazan
4-Chloromercuribenzenesulfonate,['D'],4-chloromercuribenzenesulfonate
4-Hydroxyaminoquinoline-1-oxide,['D'],4-hydroxyaminoquinoline-1-oxide
4-Hydroxybenzoate-3-Monooxygenase,['D'],4-hydroxybenzoate-3-monooxygenase
4-Hydroxycoumarins,['D'],4-hydroxycoumarins
4-Hydroxyphenylpyruvate Dioxygenase,['D'],4-hydroxyphenylpyruvate dioxygenase
4-Nitrophenylphosphatase,['D'],4-nitrophenylphosphatase
4-Nitroquinoline-1-oxide,['D'],4-nitroquinoline-1-oxide
4-Quinolones,['D'],4-quinolones
"46, XX Disorders of Sex Development",['C'],"46, xx disorders of sex development"
"46, XX Testicular Disorders of Sex Development",['C'],"46, xx testicular disorders of sex development"
5' Flanking Region,['G'],5' flanking region
5' Untranslated Regions,['D' 'G'],5' untranslated regions
5'-Nucleotidase,['D'],5'-nucleotidase
"5,10-Methylenetetrahydrofolate Reductase (FADH2)",['D'],"5,10-methylenetetrahydrofolate reductase (fadh2)"
"5,6-Dihydroxytryptamine",['D'],"5,6-dihydroxytryptamine"
"5,7-Dihydroxytryptamine",['D'],"5,7-dihydroxytryptamine"
"5,8,11,14-Eicosatetraynoic Acid",['D'],"5,8,11,14-eicosatetraynoic acid"
"5-Amino-3-((5-nitro-2-furyl)vinyl)-1,2,4-oxadiazole",['D'],"5-amino-3-((5-nitro-2-furyl)vinyl)-1,2,4-oxadiazole"
5-Aminolevulinate Synthetase,['D'],5-aminolevulinate synthetase
5-Hydroxytryptophan,['D'],5-hydroxytryptophan
5-Lipoxygenase-Activating Protein Inhibitors,['D'],5-lipoxygenase-activating protein inhibitors
5-Lipoxygenase-Activating Proteins,['D'],5-lipoxygenase-activating proteins
5-Methoxypsoralen,['D'],5-methoxypsoralen
5-Methoxytryptamine,['D'],5-methoxytryptamine
5-Methylcytosine,['D'],5-methylcytosine
5-Methyltetrahydrofolate-Homocysteine S-Methyltransferase,['D'],5-methyltetrahydrofolate-homocysteine s-methyltransferase
5-alpha Reductase Inhibitors,['D'],5-alpha reductase inhibitors
5-alpha-Dihydroprogesterone,['D'],5-alpha-dihydroprogesterone
6-Aminonicotinamide,['D'],6-aminonicotinamide
"6-Cyano-7-nitroquinoxaline-2,3-dione",['D'],"6-cyano-7-nitroquinoxaline-2,3-dione"
6-Ketoprostaglandin F1 alpha,['D'],6-ketoprostaglandin f1 alpha
6-Phytase,['D'],6-phytase
"7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide",['D'],"7,8-dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide"
7-Alkoxycoumarin O-Dealkylase,['D'],7-alkoxycoumarin o-dealkylase
"8,11,14-Eicosatrienoic Acid",['D'],"8,11,14-eicosatrienoic acid"
8-Bromo Cyclic Adenosine Monophosphate,['D'],8-bromo cyclic adenosine monophosphate
8-Hydroxy-2'-Deoxyguanosine,['D'],8-hydroxy-2'-deoxyguanosine
8-Hydroxy-2-(di-n-propylamino)tetralin,['D'],8-hydroxy-2-(di-n-propylamino)tetralin
"9,10-Dimethyl-1,2-benzanthracene",['D'],"9,10-dimethyl-1,2-benzanthracene"
A Kinase Anchor Proteins,['D'],a kinase anchor proteins
A549 Cells,['A'],a549 cells
AAA Domain,['G'],aaa domain
AAA Proteins,['D'],aaa proteins
ABO Blood-Group System,['D'],abo blood-group system
AC133 Antigen,['D'],ac133 antigen
"ACTH Syndrome, Ectopic",['C'],"acth syndrome, ectopic"
ACTH-Secreting Pituitary Adenoma,['C'],acth-secreting pituitary adenoma
ADAM Proteins,['D'],adam proteins
ADAM10 Protein,['D'],adam10 protein
ADAM12 Protein,['D'],adam12 protein
ADAM17 Protein,['D'],adam17 protein
ADAMTS Proteins,['D'],adamts proteins
ADAMTS1 Protein,['D'],adamts1 protein
ADAMTS13 Protein,['D'],adamts13 protein
ADAMTS4 Protein,['D'],adamts4 protein
ADAMTS5 Protein,['D'],adamts5 protein
ADAMTS7 Protein,['D'],adamts7 protein
ADAMTS9 Protein,['D'],adamts9 protein
ADP Ribose Transferases,['D'],adp ribose transferases
ADP-Ribose 1''-Phosphate Phosphatases,['D'],adp-ribose 1''-phosphate phosphatases
ADP-Ribosylation,['G'],adp-ribosylation
ADP-Ribosylation Factor 1,['D'],adp-ribosylation factor 1
ADP-Ribosylation Factor 6,['D'],adp-ribosylation factor 6
ADP-Ribosylation Factors,['D'],adp-ribosylation factors
ADP-ribosyl Cyclase,['D'],adp-ribosyl cyclase
ADP-ribosyl Cyclase 1,['D'],adp-ribosyl cyclase 1
"AGAMOUS Protein, Arabidopsis",['D'],"agamous protein, arabidopsis"
"AIDS Arteritis, Central Nervous System",['C'],"aids arteritis, central nervous system"
AIDS Dementia Complex,['C' 'F'],aids dementia complex
AIDS Serodiagnosis,['E'],aids serodiagnosis
AIDS Vaccines,['D'],aids vaccines
AIDS-Associated Nephropathy,['C'],aids-associated nephropathy
AIDS-Related Complex,['C'],aids-related complex
AIDS-Related Opportunistic Infections,['C'],aids-related opportunistic infections
AKR murine leukemia virus,['B'],akr murine leukemia virus
AMP Deaminase,['D'],amp deaminase
AMP-Activated Protein Kinase Kinases,['D'],amp-activated protein kinase kinases
AMP-Activated Protein Kinases,['D'],amp-activated protein kinases
APACHE,['E' 'N'],apache
APOBEC Deaminases,['D'],apobec deaminases
APOBEC-1 Deaminase,['D'],apobec-1 deaminase
APOBEC-3G Deaminase,['D'],apobec-3g deaminase
APUD Cells,['A'],apud cells
ARNTL Transcription Factors,['D'],arntl transcription factors
AT Rich Sequence,['G'],at rich sequence
AT-Hook Motifs,['G'],at-hook motifs
ATP Binding Cassette Transporter 1,['D'],atp binding cassette transporter 1
"ATP Binding Cassette Transporter, Subfamily A",['D'],"atp binding cassette transporter, subfamily a"
"ATP Binding Cassette Transporter, Subfamily A, Member 4",['D'],"atp binding cassette transporter, subfamily a, member 4"
"ATP Binding Cassette Transporter, Subfamily B",['D'],"atp binding cassette transporter, subfamily b"
"ATP Binding Cassette Transporter, Subfamily B, Member 1",['D'],"atp binding cassette transporter, subfamily b, member 1"
"ATP Binding Cassette Transporter, Subfamily B, Member 11",['D'],"atp binding cassette transporter, subfamily b, member 11"
"ATP Binding Cassette Transporter, Subfamily B, Member 2",['D'],"atp binding cassette transporter, subfamily b, member 2"
"ATP Binding Cassette Transporter, Subfamily B, Member 3",['D'],"atp binding cassette transporter, subfamily b, member 3"
"ATP Binding Cassette Transporter, Subfamily D",['D'],"atp binding cassette transporter, subfamily d"
"ATP Binding Cassette Transporter, Subfamily D, Member 1",['D'],"atp binding cassette transporter, subfamily d, member 1"
"ATP Binding Cassette Transporter, Subfamily G",['D'],"atp binding cassette transporter, subfamily g"
"ATP Binding Cassette Transporter, Subfamily G, Member 1",['D'],"atp binding cassette transporter, subfamily g, member 1"
"ATP Binding Cassette Transporter, Subfamily G, Member 2",['D'],"atp binding cassette transporter, subfamily g, member 2"
"ATP Binding Cassette Transporter, Subfamily G, Member 5",['D'],"atp binding cassette transporter, subfamily g, member 5"
"ATP Binding Cassette Transporter, Subfamily G, Member 8",['D'],"atp binding cassette transporter, subfamily g, member 8"
ATP Citrate (pro-S)-Lyase,['D'],atp citrate (pro-s)-lyase
ATP Phosphoribosyltransferase,['D'],atp phosphoribosyltransferase
ATP Synthetase Complexes,['D'],atp synthetase complexes
ATP-Binding Cassette Transporters,['D'],atp-binding cassette transporters
ATP-Dependent Endopeptidases,['D'],atp-dependent endopeptidases
ATP-Dependent Proteases,['D'],atp-dependent proteases
ATPases Associated with Diverse Cellular Activities,['D'],atpases associated with diverse cellular activities
AU Rich Elements,['G'],au rich elements
Abatacept,['D'],abatacept
Abattoirs,['J'],abattoirs
Abbreviated Injury Scale,['E' 'N'],abbreviated injury scale
Abbreviations,['V'],abbreviations
Abbreviations as Topic,['L'],abbreviations as topic
Abciximab,['D'],abciximab
Abdomen,['A'],abdomen
"Abdomen, Acute",['C'],"abdomen, acute"
Abdominal Abscess,['C'],abdominal abscess
Abdominal Cavity,['A'],abdominal cavity
Abdominal Core,['A'],abdominal core
Abdominal Fat,['A'],abdominal fat
Abdominal Injuries,['C'],abdominal injuries
Abdominal Muscles,['A'],abdominal muscles
Abdominal Neoplasms,['C'],abdominal neoplasms
Abdominal Oblique Muscles,['A'],abdominal oblique muscles
Abdominal Pain,['C'],abdominal pain
Abdominal Wall,['A'],abdominal wall
Abdominal Wound Closure Techniques,['E'],abdominal wound closure techniques
Abdominoplasty,['E'],abdominoplasty
Abducens Nerve,['A'],abducens nerve
Abducens Nerve Diseases,['C'],abducens nerve diseases
Abducens Nerve Injury,['C'],abducens nerve injury
Abducens Nucleus,['A'],abducens nucleus
Abelmoschus,['B'],abelmoschus
Abelson murine leukemia virus,['B'],abelson murine leukemia virus
Aberrant Crypt Foci,['C'],aberrant crypt foci
Aberrometry,['E'],aberrometry
Abetalipoproteinemia,['C'],abetalipoproteinemia
Abies,['B'],abies
Abietanes,['D'],abietanes
Abiotrophia,['B'],abiotrophia
Abiraterone Acetate,['D'],abiraterone acetate
Ablation Techniques,['E'],ablation techniques
Abnormal Involuntary Movement Scale,['E'],abnormal involuntary movement scale
Abnormal Karyotype,['C' 'G'],abnormal karyotype
"Abnormalities, Drug-Induced",['C'],"abnormalities, drug-induced"
"Abnormalities, Multiple",['C'],"abnormalities, multiple"
"Abnormalities, Radiation-Induced",['C' 'G' 'N'],"abnormalities, radiation-induced"
"Abnormalities, Severe Teratoid",['C'],"abnormalities, severe teratoid"
Abomasum,['A'],abomasum
Aborted Fetus,['A'],aborted fetus
Abortifacient Agents,['D'],abortifacient agents
"Abortifacient Agents, Nonsteroidal",['D'],"abortifacient agents, nonsteroidal"
"Abortifacient Agents, Steroidal",['D'],"abortifacient agents, steroidal"
Abortion Applicants,['M'],abortion applicants
"Abortion, Criminal",['I'],"abortion, criminal"
"Abortion, Eugenic",['E'],"abortion, eugenic"
"Abortion, Habitual",['C'],"abortion, habitual"
"Abortion, Incomplete",['C'],"abortion, incomplete"
"Abortion, Induced",['E'],"abortion, induced"
"Abortion, Legal",['E'],"abortion, legal"
"Abortion, Missed",['C'],"abortion, missed"
"Abortion, Septic",['C'],"abortion, septic"
"Abortion, Spontaneous",['C' 'G'],"abortion, spontaneous"
"Abortion, Therapeutic",['E'],"abortion, therapeutic"
"Abortion, Threatened",['C'],"abortion, threatened"
"Abortion, Veterinary",['C'],"abortion, veterinary"
Abreaction,['F'],abreaction
Abrin,['D'],abrin
Abruptio Placentae,['C'],abruptio placentae
Abrus,['B'],abrus
Abscess,['C'],abscess
Abscisic Acid,['D'],abscisic acid
Absenteeism,['F'],absenteeism
Absidia,['B'],absidia
Absinthe,['G' 'J'],absinthe
Absorbable Implants,['E'],absorbable implants
Absorbent Pads,['E'],absorbent pads
"Absorptiometry, Photon",['E'],"absorptiometry, photon"
Absorption,['G'],absorption
"Absorption, Physicochemical",['G'],"absorption, physicochemical"
"Absorption, Physiological",['G'],"absorption, physiological"
"Absorption, Radiation",['G'],"absorption, radiation"
Abstracting and Indexing,['L'],abstracting and indexing
Abstracts,['V'],abstracts
Abuse-Deterrent Formulations,['D' 'E'],abuse-deterrent formulations
Acacia,['B'],acacia
Academic Dissertation,['V'],academic dissertation
Academic Dissertations as Topic,['L'],academic dissertations as topic
Academic Failure,['N'],academic failure
Academic Medical Centers,['N'],academic medical centers
Academic Performance,['I'],academic performance
Academic Success,['I'],academic success
Academies and Institutes,['N'],academies and institutes
Acalculous Cholecystitis,['C'],acalculous cholecystitis
Acalypha,['B'],acalypha
Acamprosate,['D'],acamprosate
Acanthaceae,['B'],acanthaceae
Acanthamoeba,['B'],acanthamoeba
Acanthamoeba Keratitis,['C'],acanthamoeba keratitis
Acanthamoeba castellanii,['B'],acanthamoeba castellanii
Acanthocephala,['B'],acanthocephala
Acanthocheilonema,['B'],acanthocheilonema
Acanthocheilonemiasis,['C'],acanthocheilonemiasis
Acanthocytes,['A'],acanthocytes
Acantholysis,['C'],acantholysis
Acanthoma,['C'],acanthoma
Acanthopodina,['B'],acanthopodina
Acanthosis Nigricans,['C'],acanthosis nigricans
Acarbose,['D'],acarbose
Acari,['B'],acari
Acaricides,['D'],acaricides
Acaridae,['B'],acaridae
Acatalasia,['C'],acatalasia
Accelerated Idioventricular Rhythm,['C'],accelerated idioventricular rhythm
Acceleration,['G'],acceleration
Accelerometry,['E'],accelerometry
Acceptance and Commitment Therapy,['F'],acceptance and commitment therapy
Access to Healthy Foods,['J'],access to healthy foods
Access to Information,['I' 'L'],access to information
Accessory Atrioventricular Bundle,['C'],accessory atrioventricular bundle
Accessory Nerve,['A'],accessory nerve
Accessory Nerve Diseases,['C'],accessory nerve diseases
Accessory Nerve Injuries,['C'],accessory nerve injuries
Accident Prevention,['N'],accident prevention
Accident Proneness,['F'],accident proneness
Accidental Falls,['N'],accidental falls
Accidental Injuries,['C'],accidental injuries
Accidents,['N'],accidents
"Accidents, Aviation",['N'],"accidents, aviation"
"Accidents, Home",['N'],"accidents, home"
"Accidents, Occupational",['N'],"accidents, occupational"
"Accidents, Traffic",['N'],"accidents, traffic"
Acclimatization,['G'],acclimatization
"Accommodation, Ocular",['G'],"accommodation, ocular"
Account Book,['V'],account book
Accountable Care Organizations,['N'],accountable care organizations
Accounting,['N'],accounting
Accounts Payable and Receivable,['N'],accounts payable and receivable
Accreditation,['N'],accreditation
Acculturation,['I'],acculturation
Acebutolol,['D'],acebutolol
Acecainide,['D'],acecainide
Acedapsone,['D'],acedapsone
Acellular Dermis,['A'],acellular dermis
Acenaphthenes,['D'],acenaphthenes
Acenocoumarol,['D'],acenocoumarol
Acepromazine,['D'],acepromazine
Acer,['B'],acer
Aceraceae,['B'],aceraceae
Acetabularia,['B'],acetabularia
Acetabuloplasty,['E'],acetabuloplasty
Acetabulum,['A'],acetabulum
Acetaldehyde,['D'],acetaldehyde
Acetaldehyde Dehydrogenase Inhibitors,['D'],acetaldehyde dehydrogenase inhibitors
Acetals,['D'],acetals
Acetamides,['D'],acetamides
Acetaminophen,['D'],acetaminophen
Acetanilides,['D'],acetanilides
Acetate Kinase,['D'],acetate kinase
Acetate-CoA Ligase,['D'],acetate-coa ligase
Acetates,['D'],acetates
Acetazolamide,['D'],acetazolamide
Acetic Acid,['D'],acetic acid
Acetic Anhydrides,['D'],acetic anhydrides
Acetoacetates,['D'],acetoacetates
Acetobacter,['B'],acetobacter
Acetobacteraceae,['B'],acetobacteraceae
Acetobacterium,['B'],acetobacterium
Acetogenins,['D'],acetogenins
Acetohexamide,['D'],acetohexamide
Acetoin,['D'],acetoin
Acetoin Dehydrogenase,['D'],acetoin dehydrogenase
Acetolactate Synthase,['D'],acetolactate synthase
Acetone,['D'],acetone
Acetonitriles,['D'],acetonitriles
Acetophenones,['D'],acetophenones
Acetoxyacetylaminofluorene,['D'],acetoxyacetylaminofluorene
Acetrizoic Acid,['D'],acetrizoic acid
Acetyl Coenzyme A,['D'],acetyl coenzyme a
Acetyl-CoA C-Acetyltransferase,['D'],acetyl-coa c-acetyltransferase
Acetyl-CoA C-Acyltransferase,['D'],acetyl-coa c-acyltransferase
Acetyl-CoA Carboxylase,['D'],acetyl-coa carboxylase
Acetyl-CoA Hydrolase,['D'],acetyl-coa hydrolase
Acetylation,['G'],acetylation
Acetylcarnitine,['D'],acetylcarnitine
Acetylcholine,['D'],acetylcholine
Acetylcholine Release Inhibitors,['D'],acetylcholine release inhibitors
Acetylcholinesterase,['D'],acetylcholinesterase
Acetylcysteine,['D'],acetylcysteine
Acetyldigitoxins,['D'],acetyldigitoxins
Acetyldigoxins,['D'],acetyldigoxins
Acetylene,['D'],acetylene
Acetylesterase,['D'],acetylesterase
Acetylgalactosamine,['D'],acetylgalactosamine
Acetylglucosamine,['D'],acetylglucosamine
Acetylglucosaminidase,['D'],acetylglucosaminidase
Acetylmuramyl-Alanyl-Isoglutamine,['D'],acetylmuramyl-alanyl-isoglutamine
Acetylserotonin O-Methyltransferase,['D'],acetylserotonin o-methyltransferase
Acetylthiocholine,['D'],acetylthiocholine
Acetyltransferases,['D'],acetyltransferases
Achaete-Scute Complex Genome Region,['G'],achaete-scute complex genome region
Achievement,['F'],achievement
Achillea,['B'],achillea
Achilles Tendon,['A'],achilles tendon
Achlorhydria,['C'],achlorhydria
Achlya,['B'],achlya
Acholeplasma,['B'],acholeplasma
Acholeplasma laidlawii,['B'],acholeplasma laidlawii
Acholeplasmataceae,['B'],acholeplasmataceae
Achondroplasia,['C'],achondroplasia
Achromobacter,['B'],achromobacter
Achromobacter cycloclastes,['B'],achromobacter cycloclastes
Achromobacter denitrificans,['B'],achromobacter denitrificans
Achyranthes,['B'],achyranthes
