Descriptor Name,Root Category,Descriptor Name Lower
Histatins,['D'],histatins
Histidine,['D'],histidine
Histidine Ammonia-Lyase,['D'],histidine ammonia-lyase
Histidine Decarboxylase,['D'],histidine decarboxylase
Histidine Kinase,['D'],histidine kinase
Histidine-tRNA Ligase,['D'],histidine-trna ligase
Histidinol,['D'],histidinol
Histidinol-Phosphatase,['D'],histidinol-phosphatase
Histiocytes,['A'],histiocytes
"Histiocytic Disorders, Malignant",['C'],"histiocytic disorders, malignant"
Histiocytic Necrotizing Lymphadenitis,['C'],histiocytic necrotizing lymphadenitis
Histiocytic Sarcoma,['C'],histiocytic sarcoma
Histiocytoma,['C'],histiocytoma
"Histiocytoma, Benign Fibrous",['C'],"histiocytoma, benign fibrous"
"Histiocytoma, Malignant Fibrous",['C'],"histiocytoma, malignant fibrous"
Histiocytosis,['C'],histiocytosis
"Histiocytosis, Langerhans-Cell",['C'],"histiocytosis, langerhans-cell"
"Histiocytosis, Non-Langerhans-Cell",['C'],"histiocytosis, non-langerhans-cell"
"Histiocytosis, Sinus",['C'],"histiocytosis, sinus"
Histocompatibility,['G'],histocompatibility
Histocompatibility Antigen H-2D,['D'],histocompatibility antigen h-2d
Histocompatibility Antigens,['D'],histocompatibility antigens
Histocompatibility Antigens Class I,['D'],histocompatibility antigens class i
Histocompatibility Antigens Class II,['D'],histocompatibility antigens class ii
Histocompatibility Testing,['E'],histocompatibility testing
"Histocompatibility, Maternal-Fetal",['G'],"histocompatibility, maternal-fetal"
Histocytochemistry,['E' 'H'],histocytochemistry
Histocytological Preparation Techniques,['E'],histocytological preparation techniques
Histological Techniques,['E'],histological techniques
Histology,['H'],histology
"Histology, Comparative",['H'],"histology, comparative"
Histone Acetyltransferases,['D'],histone acetyltransferases
Histone Chaperones,['D'],histone chaperones
Histone Code,['G'],histone code
Histone Deacetylase 1,['D'],histone deacetylase 1
Histone Deacetylase 2,['D'],histone deacetylase 2
Histone Deacetylase 6,['D'],histone deacetylase 6
Histone Deacetylase Inhibitors,['D'],histone deacetylase inhibitors
Histone Deacetylases,['D'],histone deacetylases
Histone Demethylases,['D'],histone demethylases
Histone Methyltransferases,['D'],histone methyltransferases
Histone-Lysine N-Methyltransferase,['D'],histone-lysine n-methyltransferase
Histones,['D'],histones
Histoplasma,['B'],histoplasma
Histoplasmin,['D'],histoplasmin
Histoplasmosis,['C'],histoplasmosis
Historical Article,['V'],historical article
Historical Geographic Locations,['Z'],historical geographic locations
Historical Trauma,['F'],historical trauma
Historically Controlled Study,['E'],historically controlled study
Historiography,['K'],historiography
History,['K'],history
History of Dentistry,['K'],history of dentistry
History of Medicine,['K'],history of medicine
History of Nursing,['K'],history of nursing
History of Pharmacy,['K'],history of pharmacy
"History, 15th Century",['K'],"history, 15th century"
"History, 16th Century",['K'],"history, 16th century"
"History, 17th Century",['K'],"history, 17th century"
"History, 18th Century",['K'],"history, 18th century"
"History, 19th Century",['K'],"history, 19th century"
"History, 20th Century",['K'],"history, 20th century"
"History, 21st Century",['K'],"history, 21st century"
"History, Ancient",['K'],"history, ancient"
"History, Early Modern 1451-1600",['K'],"history, early modern 1451-1600"
"History, Medieval",['K'],"history, medieval"
"History, Modern 1601-",['K'],"history, modern 1601-"
Histrionic Personality Disorder,['F'],histrionic personality disorder
Hoarding,['F'],hoarding
Hoarding Disorder,['F'],hoarding disorder
Hoarseness,['C'],hoarseness
Hobbies,['I'],hobbies
Hockey,['I'],hockey
Hodgkin Disease,['C'],hodgkin disease
Holarrhena,['B'],holarrhena
Holcus,['B'],holcus
Holidays,['I'],holidays
Holistic Health,['E' 'K' 'N'],holistic health
Holistic Nursing,['H' 'K' 'N'],holistic nursing
Holliday Junction Resolvases,['D'],holliday junction resolvases
Holmium,['D'],holmium
Holocarboxylase Synthetase Deficiency,['C'],holocarboxylase synthetase deficiency
Holocaust,['I'],holocaust
Holoenzymes,['D'],holoenzymes
Holography,['E'],holography
Holometabola,['B'],holometabola
Holoprosencephaly,['C'],holoprosencephaly
Holosporaceae,['B'],holosporaceae
Holothuria,['B'],holothuria
Holothurin,['D'],holothurin
Holtzman Inkblot Test,['F'],holtzman inkblot test
Holy Roman Empire,['Z'],holy roman empire
Home Care Agencies,['N'],home care agencies
Home Care Services,['N'],home care services
"Home Care Services, Hospital-Based",['N'],"home care services, hospital-based"
Home Childbirth,['G'],home childbirth
Home Environment,['I' 'N'],home environment
Home Health Aides,['M' 'N'],home health aides
Home Health Nursing,['H' 'N'],home health nursing
Home Infusion Therapy,['E' 'N'],home infusion therapy
Home Nursing,['E' 'N'],home nursing
Homebound Persons,['M'],homebound persons
Homeless Persons,['M'],homeless persons
Homeless Youth,['M'],homeless youth
Homemaker Services,['N'],homemaker services
Homeobox A10 Proteins,['D'],homeobox a10 proteins
Homeobox Protein Nkx-2.2,['D'],homeobox protein nkx-2.2
Homeobox Protein Nkx-2.5,['D'],homeobox protein nkx-2.5
Homeodomain Proteins,['D'],homeodomain proteins
Homeopathy,['E'],homeopathy
Homeostasis,['G'],homeostasis
Homer Scaffolding Proteins,['D'],homer scaffolding proteins
Homes for the Aged,['J' 'N'],homes for the aged
Homicide,['I'],homicide
Homing Behavior,['F'],homing behavior
Hominidae,['B'],hominidae
Homoarginine,['D'],homoarginine
Homocysteine,['D'],homocysteine
Homocysteine S-Methyltransferase,['D'],homocysteine s-methyltransferase
Homocystine,['D'],homocystine
Homocystinuria,['C'],homocystinuria
"Homogentisate 1,2-Dioxygenase",['D'],"homogentisate 1,2-dioxygenase"
Homogentisic Acid,['D'],homogentisic acid
Homoharringtonine,['D'],homoharringtonine
Homologous Recombination,['G'],homologous recombination
Homophobia,['F'],homophobia
Homoserine,['D'],homoserine
Homoserine Dehydrogenase,['D'],homoserine dehydrogenase
Homoserine O-Succinyltransferase,['D'],homoserine o-succinyltransferase
Homosexuality,['F' 'G'],homosexuality
"Homosexuality, Female",['F' 'G'],"homosexuality, female"
"Homosexuality, Male",['F' 'G'],"homosexuality, male"
Homosteroids,['D'],homosteroids
Homovanillic Acid,['D'],homovanillic acid
Homozygote,['G'],homozygote
Homozygous Familial Hypercholesterolemia,['C'],homozygous familial hypercholesterolemia
Honduras,['Z'],honduras
Honey,['G' 'J'],honey
Hong Kong,['Z'],hong kong
Hoodia,['B'],hoodia
Hoof and Claw,['A'],hoof and claw
Hookworm Infections,['C'],hookworm infections
Hope,['F'],hope
Hordeolum,['C'],hordeolum
Hordeum,['B'],hordeum
Hormesis,['G'],hormesis
Hormonal Contraception,['E'],hormonal contraception
Hormone Antagonists,['D'],hormone antagonists
Hormone Replacement Therapy,['E'],hormone replacement therapy
Hormones,['D'],hormones
"Hormones, Ectopic",['D'],"hormones, ectopic"
"Hormones, Hormone Substitutes, and Hormone Antagonists",['D'],"hormones, hormone substitutes, and hormone antagonists"
Horner Syndrome,['C'],horner syndrome
Horns,['A'],horns
Horse Diseases,['C'],horse diseases
Horseradish Peroxidase,['D'],horseradish peroxidase
Horses,['B'],horses
Horseshoe Crabs,['B'],horseshoe crabs
Horticultural Therapy,['E' 'F' 'N'],horticultural therapy
Horticulture,['I' 'J'],horticulture
Hospice Care,['E' 'N'],hospice care
Hospice and Palliative Care Nursing,['H' 'N'],hospice and palliative care nursing
Hospices,['N'],hospices
Hospital Administration,['H' 'N'],hospital administration
Hospital Administrators,['M' 'N'],hospital administrators
Hospital Auxiliaries,['N'],hospital auxiliaries
Hospital Bed Capacity,['N'],hospital bed capacity
"Hospital Bed Capacity, 100 to 299",['N'],"hospital bed capacity, 100 to 299"
"Hospital Bed Capacity, 300 to 499",['N'],"hospital bed capacity, 300 to 499"
"Hospital Bed Capacity, 500 and over",['N'],"hospital bed capacity, 500 and over"
"Hospital Bed Capacity, under 100",['N'],"hospital bed capacity, under 100"
Hospital Charges,['N'],hospital charges
Hospital Communication Systems,['N'],hospital communication systems
Hospital Costs,['N'],hospital costs
Hospital Departments,['N'],hospital departments
Hospital Design and Construction,['J' 'N'],hospital design and construction
Hospital Distribution Systems,['N'],hospital distribution systems
Hospital Information Systems,['N'],hospital information systems
Hospital Medicine,['H'],hospital medicine
Hospital Mortality,['E' 'N'],hospital mortality
Hospital Planning,['N'],hospital planning
Hospital Rapid Response Team,['N'],hospital rapid response team
Hospital Records,['E' 'L' 'N'],hospital records
Hospital Restructuring,['N'],hospital restructuring
Hospital Shared Services,['N'],hospital shared services
Hospital Shops,['N'],hospital shops
Hospital Units,['N'],hospital units
Hospital Volunteers,['M' 'N'],hospital volunteers
Hospital to Home Transition,['E' 'N'],hospital to home transition
Hospital-Patient Relations,['N'],hospital-patient relations
Hospital-Physician Joint Ventures,['N'],hospital-physician joint ventures
Hospital-Physician Relations,['N'],hospital-physician relations
Hospitalists,['M' 'N'],hospitalists
Hospitalization,['E' 'N'],hospitalization
Hospitals,['N'],hospitals
"Hospitals, Animal",['N'],"hospitals, animal"
"Hospitals, Chronic Disease",['N'],"hospitals, chronic disease"
"Hospitals, Community",['N'],"hospitals, community"
"Hospitals, Convalescent",['N'],"hospitals, convalescent"
"Hospitals, County",['N'],"hospitals, county"
"Hospitals, District",['N'],"hospitals, district"
"Hospitals, Federal",['N'],"hospitals, federal"
"Hospitals, General",['N'],"hospitals, general"
"Hospitals, Group Practice",['N'],"hospitals, group practice"
"Hospitals, High-Volume",['N'],"hospitals, high-volume"
"Hospitals, Isolation",['N'],"hospitals, isolation"
"Hospitals, Low-Volume",['N'],"hospitals, low-volume"
"Hospitals, Maternity",['N'],"hospitals, maternity"
"Hospitals, Military",['N'],"hospitals, military"
"Hospitals, Municipal",['N'],"hospitals, municipal"
"Hospitals, Osteopathic",['N'],"hospitals, osteopathic"
"Hospitals, Packaged",['E'],"hospitals, packaged"
"Hospitals, Pediatric",['N'],"hospitals, pediatric"
"Hospitals, Private",['N'],"hospitals, private"
"Hospitals, Proprietary",['N'],"hospitals, proprietary"
"Hospitals, Psychiatric",['N'],"hospitals, psychiatric"
"Hospitals, Public",['N'],"hospitals, public"
"Hospitals, Rehabilitation",['N'],"hospitals, rehabilitation"
"Hospitals, Religious",['N'],"hospitals, religious"
"Hospitals, Rural",['N'],"hospitals, rural"
"Hospitals, Satellite",['N'],"hospitals, satellite"
"Hospitals, Special",['N'],"hospitals, special"
"Hospitals, State",['N'],"hospitals, state"
"Hospitals, Teaching",['N'],"hospitals, teaching"
"Hospitals, University",['N'],"hospitals, university"
"Hospitals, Urban",['N'],"hospitals, urban"
"Hospitals, Veterans",['N'],"hospitals, veterans"
"Hospitals, Voluntary",['N'],"hospitals, voluntary"
Host Adaptation,['G'],host adaptation
Host Cell Factor C1,['D'],host cell factor c1
Host Factor 1 Protein,['D'],host factor 1 protein
Host Microbial Interactions,['G'],host microbial interactions
Host Specificity,['G'],host specificity
Host vs Graft Reaction,['G'],host vs graft reaction
Host-Derived Cellular Factors,['D'],host-derived cellular factors
Host-Parasite Interactions,['G'],host-parasite interactions
Host-Pathogen Interactions,['G'],host-pathogen interactions
Host-Seeking Behavior,['F' 'G'],host-seeking behavior
Hosta,['B'],hosta
Hostility,['F'],hostility
Hot Flashes,['C'],hot flashes
Hot Melt Extrusion Technology,['E' 'J'],hot melt extrusion technology
Hot Springs,['G'],hot springs
Hot Temperature,['G' 'N'],hot temperature
Hotlines,['N'],hotlines
House Calls,['N'],house calls
Houseflies,['B'],houseflies
Household Articles,['J'],household articles
Household Products,['J'],household products
Household Work,['N'],household work
"Housekeeping, Hospital",['N'],"housekeeping, hospital"
Housing,['J' 'N'],housing
Housing Instability,['I' 'N'],housing instability
Housing Quality,['I' 'N'],housing quality
Housing for the Elderly,['J' 'N'],housing for the elderly
"Housing, Animal",['J' 'N'],"housing, animal"
Houttuynia,['B'],houttuynia
Huckleberry Plant,['B'],huckleberry plant
Human Activities,['I'],human activities
Human Body,['I' 'K'],human body
Human Characteristics,['F'],human characteristics
Human Coprophagia,['F'],human coprophagia
Human Development,['F' 'G'],human development
Human Embryonic Stem Cells,['A'],human embryonic stem cells
Human Experimentation,['E' 'H'],human experimentation
Human Genetics,['H'],human genetics
Human Genome Project,['H' 'L'],human genome project
Human Growth Hormone,['D'],human growth hormone
Human Immunodeficiency Virus Proteins,['D'],human immunodeficiency virus proteins
Human Migration,['I' 'N'],human migration
Human Papillomavirus DNA Tests,['E'],human papillomavirus dna tests
"Human Papillomavirus Recombinant Vaccine Quadrivalent, Types 6, 11, 16, 18",['D'],"human papillomavirus recombinant vaccine quadrivalent, types 6, 11, 16, 18"
Human Rights,['I' 'N'],human rights
Human Rights Abuses,['I'],human rights abuses
Human T-lymphotropic virus 1,['B'],human t-lymphotropic virus 1
Human T-lymphotropic virus 2,['B'],human t-lymphotropic virus 2
Human T-lymphotropic virus 3,['B'],human t-lymphotropic virus 3
Human Trafficking,['I'],human trafficking
Human Umbilical Vein Endothelial Cells,['A'],human umbilical vein endothelial cells
Human bocavirus,['B'],human bocavirus
Human papillomavirus 11,['B'],human papillomavirus 11
Human papillomavirus 16,['B'],human papillomavirus 16
Human papillomavirus 18,['B'],human papillomavirus 18
Human papillomavirus 31,['B'],human papillomavirus 31
Human papillomavirus 6,['B'],human papillomavirus 6
Human-Animal Bond,['F'],human-animal bond
Human-Animal Interaction,['F'],human-animal interaction
Humanism,['K' 'N'],humanism
Humanities,['K'],humanities
Humans,['B'],humans
Humeral Fractures,['C'],humeral fractures
Humeral Head,['A'],humeral head
Humerus,['A'],humerus
Humic Substances,['D'],humic substances
Humidifiers,['E' 'J'],humidifiers
Humidity,['G' 'N'],humidity
Humoralism,['K'],humoralism
Humpback Whale,['B'],humpback whale
Humulus,['B'],humulus
Hungary,['Z'],hungary
Hunger,['F' 'G'],hunger
Hunting,['I'],hunting
Huntingtin Protein,['D'],huntingtin protein
Huntington Disease,['C' 'F'],huntington disease
Huperzia,['B'],huperzia
Hutchinson's Melanotic Freckle,['C'],hutchinson's melanotic freckle
Hyacinthus,['B'],hyacinthus
Hyaenidae,['B'],hyaenidae
Hyalectins,['D'],hyalectins
Hyalin,['A'],hyalin
Hyaline Cartilage,['A'],hyaline cartilage
Hyaline Membrane Disease,['C'],hyaline membrane disease
"Hyalinosis, Systemic",['C'],"hyalinosis, systemic"
Hyalohyphomycosis,['C'],hyalohyphomycosis
Hyaluronan Receptors,['D'],hyaluronan receptors
Hyaluronan Synthases,['D'],hyaluronan synthases
Hyaluronic Acid,['D'],hyaluronic acid
Hyaluronoglucosaminidase,['D'],hyaluronoglucosaminidase
Hybrid Cells,['A'],hybrid cells
Hybrid Renal Replacement Therapy,['E'],hybrid renal replacement therapy
Hybrid Vigor,['G'],hybrid vigor
"Hybridization, Genetic",['E' 'G'],"hybridization, genetic"
Hybridomas,['A'],hybridomas
Hycanthone,['D'],hycanthone
Hydantoins,['D'],hydantoins
Hydatidiform Mole,['C'],hydatidiform mole
"Hydatidiform Mole, Invasive",['C'],"hydatidiform mole, invasive"
Hydra,['B'],hydra
Hydralazine,['D'],hydralazine
Hydranencephaly,['C'],hydranencephaly
Hydrangea,['B'],hydrangea
Hydrangeaceae,['B'],hydrangeaceae
Hydrarthrosis,['C'],hydrarthrosis
Hydrastis,['B'],hydrastis
Hydraulic Fracking,['J'],hydraulic fracking
Hydrazines,['D'],hydrazines
Hydrazones,['D'],hydrazones
Hydro-Lyases,['D'],hydro-lyases
Hydroa Vacciniforme,['C'],hydroa vacciniforme
Hydrobiology,['H'],hydrobiology
Hydrobromic Acid,['D'],hydrobromic acid
Hydrocarbons,['D'],hydrocarbons
"Hydrocarbons, Acyclic",['D'],"hydrocarbons, acyclic"
"Hydrocarbons, Alicyclic",['D'],"hydrocarbons, alicyclic"
"Hydrocarbons, Aromatic",['D'],"hydrocarbons, aromatic"
"Hydrocarbons, Brominated",['D'],"hydrocarbons, brominated"
"Hydrocarbons, Chlorinated",['D'],"hydrocarbons, chlorinated"
"Hydrocarbons, Cyclic",['D'],"hydrocarbons, cyclic"
"Hydrocarbons, Fluorinated",['D'],"hydrocarbons, fluorinated"
"Hydrocarbons, Halogenated",['D'],"hydrocarbons, halogenated"
"Hydrocarbons, Iodinated",['D'],"hydrocarbons, iodinated"
Hydrocephalus,['C'],hydrocephalus
"Hydrocephalus, Normal Pressure",['C'],"hydrocephalus, normal pressure"
Hydrocharitaceae,['B'],hydrocharitaceae
Hydrochloric Acid,['D'],hydrochloric acid
Hydrochlorothiazide,['D'],hydrochlorothiazide
Hydrocodone,['D'],hydrocodone
Hydrocolpos,['C'],hydrocolpos
Hydrocortisone,['D'],hydrocortisone
Hydrodynamics,['G'],hydrodynamics
Hydroflumethiazide,['D'],hydroflumethiazide
Hydrofluoric Acid,['D'],hydrofluoric acid
"Hydrogel, Polyethylene Glycol Dimethacrylate",['D' 'J'],"hydrogel, polyethylene glycol dimethacrylate"
Hydrogels,['D'],hydrogels
Hydrogen,['D'],hydrogen
Hydrogen Bonding,['G'],hydrogen bonding
Hydrogen Cyanide,['D'],hydrogen cyanide
Hydrogen Deuterium Exchange-Mass Spectrometry,['E'],hydrogen deuterium exchange-mass spectrometry
Hydrogen Peroxide,['D'],hydrogen peroxide
Hydrogen Sulfide,['D'],hydrogen sulfide
Hydrogen-Ion Concentration,['G'],hydrogen-ion concentration
Hydrogenase,['D'],hydrogenase
Hydrogenation,['G'],hydrogenation
Hydrogenophilaceae,['B'],hydrogenophilaceae
Hydrogensulfite Reductase,['D'],hydrogensulfite reductase
Hydrolases,['D'],hydrolases
Hydrology,['H' 'J'],hydrology
Hydrolysis,['G'],hydrolysis
Hydrolyzable Tannins,['D'],hydrolyzable tannins
Hydromorphone,['D'],hydromorphone
Hydronephrosis,['C'],hydronephrosis
Hydrophiidae,['B'],hydrophiidae
Hydrophobic and Hydrophilic Interactions,['G'],hydrophobic and hydrophilic interactions
Hydrophthalmos,['C'],hydrophthalmos
Hydrophyllaceae,['B'],hydrophyllaceae
Hydropneumothorax,['C'],hydropneumothorax
Hydroponics,['J'],hydroponics
Hydrops Fetalis,['C'],hydrops fetalis
Hydroquinones,['D'],hydroquinones
Hydrostatic Pressure,['G'],hydrostatic pressure
Hydrotherapy,['E'],hydrotherapy
Hydrothermal Vents,['G'],hydrothermal vents
Hydrothorax,['C'],hydrothorax
Hydroxamic Acids,['D'],hydroxamic acids
Hydroxides,['D'],hydroxides
Hydroxocobalamin,['D'],hydroxocobalamin
Hydroxy Acids,['D'],hydroxy acids
Hydroxyacetylaminofluorene,['D'],hydroxyacetylaminofluorene
Hydroxyapatites,['D'],hydroxyapatites
Hydroxybenzoate Ethers,['D'],hydroxybenzoate ethers
Hydroxybenzoates,['D'],hydroxybenzoates
Hydroxybutyrate Dehydrogenase,['D'],hydroxybutyrate dehydrogenase
Hydroxybutyrates,['D'],hydroxybutyrates
Hydroxychloroquine,['D'],hydroxychloroquine
Hydroxycholecalciferols,['D'],hydroxycholecalciferols
Hydroxycholesterols,['D'],hydroxycholesterols
Hydroxycorticosteroids,['D'],hydroxycorticosteroids
Hydroxydopamines,['D'],hydroxydopamines
Hydroxyeicosatetraenoic Acids,['D'],hydroxyeicosatetraenoic acids
Hydroxyestrones,['D'],hydroxyestrones
Hydroxyethyl Starch Derivatives,['D'],hydroxyethyl starch derivatives
Hydroxyethylrutoside,['D'],hydroxyethylrutoside
Hydroxyindoleacetic Acid,['D'],hydroxyindoleacetic acid
Hydroxyl Radical,['D'],hydroxyl radical
Hydroxylamine,['D'],hydroxylamine
Hydroxylamines,['D'],hydroxylamines
Hydroxylation,['G'],hydroxylation
Hydroxylysine,['D'],hydroxylysine
Hydroxymercuribenzoates,['D'],hydroxymercuribenzoates
Hydroxymethyl and Formyl Transferases,['D'],hydroxymethyl and formyl transferases
Hydroxymethylbilane Synthase,['D'],hydroxymethylbilane synthase
Hydroxymethylglutaryl CoA Reductases,['D'],hydroxymethylglutaryl coa reductases
Hydroxymethylglutaryl-CoA Reductase Inhibitors,['D'],hydroxymethylglutaryl-coa reductase inhibitors
"Hydroxymethylglutaryl-CoA Reductases, NAD-Dependent",['D'],"hydroxymethylglutaryl-coa reductases, nad-dependent"
Hydroxymethylglutaryl-CoA Synthase,['D'],hydroxymethylglutaryl-coa synthase
"Hydroxymethylglutaryl-CoA-Reductases, NADP-dependent",['D'],"hydroxymethylglutaryl-coa-reductases, nadp-dependent"
Hydroxyphenylazouracil,['D'],hydroxyphenylazouracil
Hydroxyprogesterones,['D'],hydroxyprogesterones
Hydroxyproline,['D'],hydroxyproline
Hydroxypropiophenone,['D'],hydroxypropiophenone
Hydroxyprostaglandin Dehydrogenases,['D'],hydroxyprostaglandin dehydrogenases
Hydroxypyruvate Reductase,['D'],hydroxypyruvate reductase
Hydroxyquinolines,['D'],hydroxyquinolines
Hydroxysteroid Dehydrogenases,['D'],hydroxysteroid dehydrogenases
Hydroxysteroids,['D'],hydroxysteroids
Hydroxytestosterones,['D'],hydroxytestosterones
Hydroxytryptophol,['D'],hydroxytryptophol
Hydroxyurea,['D'],hydroxyurea
Hydroxyzine,['D'],hydroxyzine
Hydrozoa,['B'],hydrozoa
Hygiene,['E' 'N'],hygiene
Hygiene Hypothesis,['K'],hygiene hypothesis
Hygromycin B,['D'],hygromycin b
Hygroscopic Agents,['D'],hygroscopic agents
Hylobates,['B'],hylobates
Hylobatidae,['B'],hylobatidae
Hymecromone,['D'],hymecromone
Hymen,['A'],hymen
Hymenaea,['B'],hymenaea
Hymenolepiasis,['C'],hymenolepiasis
Hymenolepis,['B'],hymenolepis
Hymenolepis diminuta,['B'],hymenolepis diminuta
Hymenolepis nana,['B'],hymenolepis nana
Hymenoptera,['B'],hymenoptera
Hymenostomatida,['B'],hymenostomatida
Hyoid Bone,['A'],hyoid bone
Hyoscyamine,['D'],hyoscyamine
Hyoscyamus,['B'],hyoscyamus
Hyper-IgM Immunodeficiency Syndrome,['C'],hyper-igm immunodeficiency syndrome
"Hyper-IgM Immunodeficiency Syndrome, Type 1",['C'],"hyper-igm immunodeficiency syndrome, type 1"
Hyperacusis,['C'],hyperacusis
Hyperaldosteronism,['C'],hyperaldosteronism
Hyperalgesia,['C'],hyperalgesia
Hyperammonemia,['C'],hyperammonemia
Hyperamylasemia,['C'],hyperamylasemia
Hyperandrogenism,['C'],hyperandrogenism
Hyperargininemia,['C'],hyperargininemia
Hyperbaric Oxygenation,['E'],hyperbaric oxygenation
Hyperbilirubinemia,['C'],hyperbilirubinemia
"Hyperbilirubinemia, Hereditary",['C'],"hyperbilirubinemia, hereditary"
"Hyperbilirubinemia, Neonatal",['C'],"hyperbilirubinemia, neonatal"
Hypercalcemia,['C'],hypercalcemia
Hypercalciuria,['C'],hypercalciuria
Hypercapnia,['C'],hypercapnia
Hypercementosis,['C'],hypercementosis
Hypercholesterolemia,['C'],hypercholesterolemia
Hyperekplexia,['C'],hyperekplexia
Hyperemesis Gravidarum,['C'],hyperemesis gravidarum
Hyperemia,['C'],hyperemia
Hypereosinophilic Syndrome,['C'],hypereosinophilic syndrome
Hyperesthesia,['C'],hyperesthesia
Hyperferritinemia,['C'],hyperferritinemia
Hypergammaglobulinemia,['C'],hypergammaglobulinemia
Hyperglycemia,['C'],hyperglycemia
Hyperglycemic Hyperosmolar Nonketotic Coma,['C'],hyperglycemic hyperosmolar nonketotic coma
"Hyperglycinemia, Nonketotic",['C'],"hyperglycinemia, nonketotic"
Hypergravity,['G'],hypergravity
Hyperhidrosis,['C'],hyperhidrosis
Hyperhomocysteinemia,['C'],hyperhomocysteinemia
Hypericum,['B'],hypericum
Hyperinsulinism,['C'],hyperinsulinism
Hyperkalemia,['C'],hyperkalemia
"Hyperkeratosis, Epidermolytic",['C'],"hyperkeratosis, epidermolytic"
Hyperkinesis,['C'],hyperkinesis
Hyperlactatemia,['C'],hyperlactatemia
"Hyperlipidemia, Familial Combined",['C'],"hyperlipidemia, familial combined"
Hyperlipidemias,['C'],hyperlipidemias
Hyperlipoproteinemia Type I,['C'],hyperlipoproteinemia type i
Hyperlipoproteinemia Type II,['C'],hyperlipoproteinemia type ii
Hyperlipoproteinemia Type III,['C'],hyperlipoproteinemia type iii
Hyperlipoproteinemia Type IV,['C'],hyperlipoproteinemia type iv
Hyperlipoproteinemia Type V,['C'],hyperlipoproteinemia type v
Hyperlipoproteinemias,['C'],hyperlipoproteinemias
Hyperlysinemias,['C'],hyperlysinemias
Hypermastigia,['B'],hypermastigia
Hypermedia,['L'],hypermedia
Hypernatremia,['C'],hypernatremia
Hyperopia,['C'],hyperopia
Hyperostosis,['C'],hyperostosis
Hyperostosis Frontalis Interna,['C'],hyperostosis frontalis interna
"Hyperostosis, Cortical, Congenital",['C'],"hyperostosis, cortical, congenital"
"Hyperostosis, Diffuse Idiopathic Skeletal",['C'],"hyperostosis, diffuse idiopathic skeletal"
"Hyperostosis, Sternocostoclavicular",['C'],"hyperostosis, sternocostoclavicular"
Hyperotreti,['B'],hyperotreti
Hyperoxaluria,['C'],hyperoxaluria
"Hyperoxaluria, Primary",['C'],"hyperoxaluria, primary"
Hyperoxia,['C'],hyperoxia
Hyperparathyroidism,['C'],hyperparathyroidism
"Hyperparathyroidism, Primary",['C'],"hyperparathyroidism, primary"
"Hyperparathyroidism, Secondary",['C'],"hyperparathyroidism, secondary"
Hyperphagia,['C'],hyperphagia
Hyperphosphatemia,['C'],hyperphosphatemia
Hyperpigmentation,['C'],hyperpigmentation
Hyperpituitarism,['C'],hyperpituitarism
Hyperplasia,['C'],hyperplasia
Hyperpolarization-Activated Cyclic Nucleotide-Gated Channels,['D'],hyperpolarization-activated cyclic nucleotide-gated channels
Hyperprolactinemia,['C'],hyperprolactinemia
Hypersensitivity,['C'],hypersensitivity
"Hypersensitivity, Delayed",['C'],"hypersensitivity, delayed"
"Hypersensitivity, Immediate",['C'],"hypersensitivity, immediate"
Hyperspectral Imaging,['E'],hyperspectral imaging
Hypersplenism,['C'],hypersplenism
Hypertelorism,['C'],hypertelorism
Hypertension,['C'],hypertension
"Hypertension, Malignant",['C'],"hypertension, malignant"
"Hypertension, Portal",['C'],"hypertension, portal"
"Hypertension, Pregnancy-Induced",['C'],"hypertension, pregnancy-induced"
"Hypertension, Pulmonary",['C'],"hypertension, pulmonary"
"Hypertension, Renal",['C'],"hypertension, renal"
"Hypertension, Renovascular",['C'],"hypertension, renovascular"
Hypertensive Encephalopathy,['C'],hypertensive encephalopathy
Hypertensive Retinopathy,['C'],hypertensive retinopathy
Hyperthermia,['C'],hyperthermia
"Hyperthermia, Induced",['E'],"hyperthermia, induced"
Hyperthermic Intraperitoneal Chemotherapy,['E'],hyperthermic intraperitoneal chemotherapy
Hyperthyroidism,['C'],hyperthyroidism
Hyperthyroxinemia,['C'],hyperthyroxinemia
"Hyperthyroxinemia, Familial Dysalbuminemic",['C'],"hyperthyroxinemia, familial dysalbuminemic"
Hypertonic Solutions,['D'],hypertonic solutions
Hypertrichosis,['C'],hypertrichosis
Hypertriglyceridemia,['C'],hypertriglyceridemia
Hypertriglyceridemic Waist,['C'],hypertriglyceridemic waist
Hypertrophy,['C'],hypertrophy
"Hypertrophy, Left Ventricular",['C'],"hypertrophy, left ventricular"
"Hypertrophy, Right Ventricular",['C'],"hypertrophy, right ventricular"
Hyperuricemia,['C'],hyperuricemia
Hyperventilation,['C'],hyperventilation
Hypervitaminosis A,['C'],hypervitaminosis a
Hypesthesia,['C'],hypesthesia
Hyphae,['A'],hyphae
Hyphema,['C'],hyphema
Hyphomicrobiaceae,['B'],hyphomicrobiaceae
Hyphomicrobium,['B'],hyphomicrobium
Hypnosis,['E' 'F'],hypnosis
"Hypnosis, Anesthetic",['E'],"hypnosis, anesthetic"
"Hypnosis, Dental",['E'],"hypnosis, dental"
Hypnotics and Sedatives,['D'],hypnotics and sedatives
"Hypoadrenocorticism, Familial",['C'],"hypoadrenocorticism, familial"
